Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso,Programa,Agua,Jabon,Temperatura
98.86,1.14,0.0,0.0,0.0,0.0,0.0,0.0,7.32,Algodón,73.92,33.3,60
84.24,2.06,0.0,0.48,10.52,0.0,0.0,2.71,5.71,Algodón,64.25999999999999,29.275,60
41.25,9.33,18.51,0.51,8.27,1.27,20.86,0.0,1.02,Mixto,36.12,17.55,40
66.76,23.46,4.16,1.81,2.15,1.52,0.0,0.14,2.98,Mixto,47.879999999999995,22.45,40
3.75,64.33,0.0,17.73,5.54,7.74,0.0,0.9,3.54,Sintéticos,51.24,23.85,40
10.23,8.82,43.54,0.66,8.05,10.59,18.12,0.0,2.5,Mixto,45.0,21.25,40
16.31,20.64,32.24,0.03,1.44,5.07,24.26,0.0,1.13,Mixto,36.78,17.825,40
11.01,24.44,30.44,0.04,4.04,5.97,24.06,0.0,2.51,Mixto,45.06,21.275,40
83.27,4.9,0.0,4.25,6.36,0.0,0.0,1.22,6.51,Algodón,69.06,31.275,60
63.53,23.68,1.13,0.34,5.96,3.72,0.0,1.64,2.72,Mixto,46.32,21.8,40
86.83,6.2,0.0,2.76,1.36,0.0,0.0,2.85,3.96,Algodón,53.76,24.9,60
42.68,39.73,1.16,3.99,5.44,4.74,0.0,2.26,4.65,Mixto,57.900000000000006,26.625,40
76.39,18.36,0.0,0.42,0.66,0.0,0.0,4.17,3.98,Algodón,53.879999999999995,24.95,60
83.23,7.16,0.0,2.9,3.23,0.0,0.0,3.49,3.37,Algodón,50.22,23.425,60
83.69,5.45,0.0,4.48,2.09,0.0,0.0,4.29,3.56,Algodón,51.36,23.9,60
97.93,2.07,0.0,0.0,0.0,0.0,0.0,0.0,4.12,Algodón,54.72,25.3,60
28.83,10.92,26.75,5.4,12.87,5.74,9.49,0.0,2.02,Mixto,42.120000000000005,20.05,40
28.55,21.84,16.07,3.86,2.52,12.23,14.92,0.0,2.64,Mixto,45.84,21.6,40
55.86,27.02,3.59,2.62,8.15,0.55,0.0,2.21,4.66,Mixto,57.96,26.65,40
23.69,18.05,17.92,4.99,3.21,10.68,21.46,0.0,2.78,Mixto,46.68,21.95,40
57.4,24.02,0.94,2.75,6.26,3.76,0.0,4.88,5.24,Mixto,61.44,28.1,40
19.12,60.56,0.0,9.88,0.02,6.16,0.0,4.25,3.65,Sintéticos,51.9,24.125,40
16.48,17.38,30.4,4.6,7.84,6.7,16.61,0.0,1.69,Mixto,40.14,19.225,40
12.7,29.3,28.88,1.94,5.49,2.89,18.81,0.0,1.85,Mixto,41.1,19.625,40
28.03,18.66,23.77,2.51,9.85,10.85,6.34,0.0,1.34,Mixto,38.04,18.35,40
80.91,5.39,0.0,1.57,8.92,0.0,0.0,3.21,5.61,Algodón,63.660000000000004,29.025,60
46.02,32.56,4.69,2.3,7.99,5.51,0.0,0.93,5.26,Mixto,61.56,28.15,40
20.83,2.58,20.86,2.84,6.13,9.52,37.24,0.0,1.44,Delicados,38.64,18.6,30
91.56,8.44,0.0,0.0,0.0,0.0,0.0,0.0,4.45,Algodón,56.7,26.125,60
76.86,12.97,0.0,2.15,6.27,0.0,0.0,1.75,6.41,Algodón,68.46000000000001,31.025,60
14.68,16.88,39.78,2.88,9.61,9.12,7.04,0.0,2.4,Mixto,44.4,21.0,40
88.78,11.22,0.0,0.0,0.0,0.0,0.0,0.0,5.02,Algodón,60.12,27.549999999999997,60
16.77,24.74,25.34,3.58,2.49,3.59,23.47,0.0,2.59,Mixto,45.54,21.475,40
21.43,18.08,27.78,1.15,9.29,0.62,21.64,0.0,2.72,Mixto,46.32,21.8,40
15.7,21.02,30.76,3.16,5.29,4.09,19.98,0.0,1.48,Mixto,38.879999999999995,18.7,40
48.33,37.05,0.57,0.22,8.2,0.96,0.0,4.66,3.79,Mixto,52.74,24.475,40
49.99,30.36,1.78,5.04,5.26,4.48,0.0,3.09,5.28,Mixto,61.68,28.200000000000003,40
58.64,26.82,2.41,4.5,1.66,0.88,0.0,5.1,2.91,Mixto,47.46,22.275,40
96.53,3.47,0.0,0.0,0.0,0.0,0.0,0.0,5.42,Algodón,62.519999999999996,28.55,60
4.59,67.0,0.0,14.49,3.19,7.5,0.0,3.22,2.58,Sintéticos,45.480000000000004,21.45,40
49.39,35.57,4.32,4.16,2.55,0.29,0.0,3.71,3.65,Mixto,51.9,24.125,40
93.55,6.45,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Algodón,57.0,26.25,60
98.03,1.97,0.0,0.0,0.0,0.0,0.0,0.0,6.44,Algodón,68.64,31.1,60
0.85,67.9,0.0,17.64,3.69,8.43,0.0,1.49,3.86,Sintéticos,53.16,24.65,40
16.16,53.21,0.0,12.2,2.6,12.24,0.0,3.59,3.22,Sintéticos,49.32,23.05,40
48.7,27.41,4.62,2.53,7.75,3.19,0.0,5.8,4.43,Mixto,56.58,26.075,40
5.13,32.31,25.57,2.12,12.36,12.84,9.66,0.0,1.06,Mixto,36.36,17.65,40
79.56,5.17,0.0,0.0,10.4,0.0,0.0,4.87,3.22,Algodón,49.32,23.05,60
9.13,34.71,30.74,5.72,2.78,7.64,9.28,0.0,1.57,Mixto,39.42,18.925,40
18.99,56.77,0.0,10.13,0.1,10.12,0.0,3.9,2.63,Sintéticos,45.78,21.575,40
12.68,2.2,42.0,7.05,1.73,7.36,27.0,0.0,1.6,Mixto,39.6,19.0,40
28.45,8.17,21.74,3.99,4.77,8.57,24.31,0.0,1.95,Mixto,41.7,19.875,40
2.13,68.33,0.0,18.58,0.43,6.79,0.0,3.74,3.08,Sintéticos,48.480000000000004,22.7,40
44.17,37.66,3.95,2.9,2.85,3.78,0.0,4.69,2.79,Mixto,46.74,21.975,40
13.96,24.85,27.42,2.21,9.37,2.07,20.12,0.0,1.79,Mixto,40.74,19.475,40
0.83,54.39,0.0,19.7,0.92,22.58,0.0,1.57,2.72,Sintéticos,46.32,21.8,40
54.34,28.84,5.39,1.8,7.32,1.78,0.0,0.51,5.25,Mixto,61.5,28.125,40
80.58,14.74,0.0,1.49,0.65,0.0,0.0,2.53,5.64,Algodón,63.839999999999996,29.1,60
81.78,10.46,0.0,1.19,6.45,0.0,0.0,0.12,3.83,Algodón,52.980000000000004,24.575,60
81.78,5.44,0.0,1.32,7.43,0.0,0.0,4.03,6.46,Algodón,68.75999999999999,31.15,60
92.55,7.45,0.0,0.0,0.0,0.0,0.0,0.0,5.57,Algodón,63.42,28.925,60
79.75,8.09,0.0,3.97,8.04,0.0,0.0,0.15,4.94,Algodón,59.64,27.35,60
50.91,29.54,1.84,4.56,7.55,4.73,0.0,0.87,4.9,Mixto,59.400000000000006,27.25,40
46.82,41.31,3.12,2.21,2.91,2.4,0.0,1.24,4.39,Mixto,56.339999999999996,25.975,40
8.3,11.53,37.29,4.65,0.12,10.24,27.87,0.0,2.73,Mixto,46.379999999999995,21.825,40
96.86,3.14,0.0,0.0,0.0,0.0,0.0,0.0,4.45,Algodón,56.7,26.125,60
46.96,43.81,0.37,0.68,0.45,4.23,0.0,3.5,4.53,Mixto,57.18,26.325000000000003,40
22.92,22.56,35.79,3.79,7.93,1.36,5.66,0.0,1.59,Mixto,39.54,18.975,40
94.39,5.61,0.0,0.0,0.0,0.0,0.0,0.0,6.5,Algodón,69.0,31.25,60
31.11,36.26,0.0,15.11,0.66,13.97,0.0,2.87,3.2,Mixto,49.2,23.0,40
79.81,16.99,0.0,2.52,0.01,0.0,0.0,0.68,6.91,Algodón,71.46000000000001,32.275,60
96.59,3.41,0.0,0.0,0.0,0.0,0.0,0.0,4.68,Algodón,58.08,26.7,60
50.46,34.52,1.55,1.27,8.04,2.57,0.0,1.6,3.58,Mixto,51.480000000000004,23.95,40
6.57,29.3,32.89,3.79,1.7,1.14,24.61,0.0,2.64,Mixto,45.84,21.6,40
92.52,7.48,0.0,0.0,0.0,0.0,0.0,0.0,7.3,Algodón,73.8,33.25,60
16.63,60.35,0.0,7.27,4.78,9.54,0.0,1.43,2.46,Sintéticos,44.76,21.15,40
97.91,2.09,0.0,0.0,0.0,0.0,0.0,0.0,7.83,Algodón,76.98,34.575,60
7.46,28.29,20.89,2.99,9.27,9.65,21.46,0.0,1.32,Mixto,37.92,18.3,40
37.97,39.73,0.57,4.26,10.71,4.21,0.0,2.54,3.63,Mixto,51.78,24.075,40
40.07,43.17,2.39,2.93,4.7,4.63,0.0,2.11,5.08,Mixto,60.480000000000004,27.7,40
82.57,10.4,0.0,3.15,3.0,0.0,0.0,0.89,5.82,Algodón,64.92,29.55,60
92.31,7.69,0.0,0.0,0.0,0.0,0.0,0.0,6.62,Algodón,69.72,31.55,60
83.41,4.29,0.0,1.16,9.44,0.0,0.0,1.7,6.33,Algodón,67.98,30.825,60
77.88,11.87,0.0,1.14,8.44,0.0,0.0,0.68,5.9,Algodón,65.4,29.75,60
18.9,20.8,19.34,0.46,9.87,3.06,27.57,0.0,1.34,Mixto,38.04,18.35,40
20.54,21.48,26.43,1.11,3.0,5.16,22.28,0.0,2.27,Mixto,43.620000000000005,20.675,40
6.34,66.2,0.0,10.06,2.35,13.66,0.0,1.39,2.6,Sintéticos,45.6,21.5,40
14.83,52.82,0.0,17.91,2.54,7.18,0.0,4.72,2.75,Sintéticos,46.5,21.875,40
99.26,0.74,0.0,0.0,0.0,0.0,0.0,0.0,5.78,Algodón,64.68,29.450000000000003,60
96.34,3.66,0.0,0.0,0.0,0.0,0.0,0.0,7.71,Algodón,76.25999999999999,34.275,60
97.29,2.71,0.0,0.0,0.0,0.0,0.0,0.0,7.54,Algodón,75.24000000000001,33.85,60
94.52,5.48,0.0,0.0,0.0,0.0,0.0,0.0,5.5,Algodón,63.0,28.75,60
26.79,12.62,14.98,4.66,8.51,8.54,23.9,0.0,2.35,Mixto,44.1,20.875,40
75.83,16.77,0.0,2.55,0.72,0.0,0.0,4.14,5.37,Algodón,62.22,28.425,60
53.39,31.95,0.72,3.64,6.72,0.52,0.0,3.06,2.79,Mixto,46.74,21.975,40
55.87,30.81,0.91,3.67,4.08,3.23,0.0,1.42,2.59,Mixto,45.54,21.475,40
91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,Algodón,76.5,34.375,60
77.56,12.14,0.0,3.11,4.12,0.0,0.0,3.07,5.2,Algodón,61.2,28.0,60
28.2,40.41,0.0,20.33,1.47,6.86,0.0,2.72,2.92,Mixto,47.519999999999996,22.3,40
3.08,60.72,0.0,13.42,2.75,17.64,0.0,2.39,3.04,Sintéticos,48.24,22.6,40
11.5,56.15,0.0,11.25,4.24,16.55,0.0,0.32,3.41,Sintéticos,50.46,23.525,40
51.78,36.26,0.06,1.69,7.75,1.14,0.0,1.32,4.7,Mixto,58.2,26.75,40
90.78,9.22,0.0,0.0,0.0,0.0,0.0,0.0,4.28,Algodón,55.68,25.700000000000003,60
7.21,23.21,30.34,4.25,13.33,4.38,17.28,0.0,2.03,Mixto,42.18,20.075,40
90.36,9.64,0.0,0.0,0.0,0.0,0.0,0.0,4.77,Algodón,58.62,26.924999999999997,60
4.68,55.5,0.0,18.1,0.97,18.7,0.0,2.04,3.77,Sintéticos,52.620000000000005,24.425,40
2.18,64.48,0.0,5.4,4.62,19.69,0.0,3.63,2.22,Sintéticos,43.32,20.55,40
23.67,48.2,0.0,11.77,3.19,12.83,0.0,0.34,2.98,Mixto,47.879999999999995,22.45,40
20.03,18.6,29.69,4.55,3.4,9.3,14.43,0.0,1.23,Mixto,37.38,18.075,40
81.11,4.95,0.0,3.16,9.91,0.0,0.0,0.87,6.13,Algodón,66.78,30.325,60
79.82,7.69,0.0,1.35,6.21,0.0,0.0,4.93,3.69,Algodón,52.14,24.225,60
58.63,23.57,4.32,0.76,5.98,2.85,0.0,3.88,2.55,Mixto,45.3,21.375,40
56.84,28.77,0.36,1.81,4.96,4.17,0.0,3.09,2.67,Mixto,46.019999999999996,21.675,40
8.81,17.84,34.69,1.15,3.41,6.06,28.04,0.0,2.53,Mixto,45.18,21.325,40
95.15,4.85,0.0,0.0,0.0,0.0,0.0,0.0,4.18,Algodón,55.08,25.45,60
77.38,8.16,0.0,4.29,5.61,0.0,0.0,4.56,4.37,Algodón,56.22,25.925,60
87.92,12.08,0.0,0.0,0.0,0.0,0.0,0.0,6.88,Algodón,71.28,32.2,60
86.26,3.7,0.0,3.75,3.86,0.0,0.0,2.44,3.21,Algodón,49.26,23.025,60
96.39,3.61,0.0,0.0,0.0,0.0,0.0,0.0,7.97,Algodón,77.82,34.925,60
26.02,56.39,0.0,9.59,0.76,7.03,0.0,0.21,3.33,Sintéticos,49.980000000000004,23.325,40
91.98,8.02,0.0,0.0,0.0,0.0,0.0,0.0,6.88,Algodón,71.28,32.2,60
58.88,35.77,2.25,0.21,1.17,0.82,0.0,0.89,3.62,Mixto,51.72,24.05,40
88.91,11.09,0.0,0.0,0.0,0.0,0.0,0.0,4.04,Algodón,54.24,25.1,60
9.43,32.59,18.28,0.92,10.44,1.28,27.07,0.0,2.72,Mixto,46.32,21.8,40
0.36,21.72,48.43,1.28,2.58,12.19,13.44,0.0,1.69,Mixto,40.14,19.225,40
21.7,47.2,0.0,17.59,3.17,7.53,0.0,2.81,3.06,Mixto,48.36,22.65,40
16.8,18.79,28.0,3.49,4.07,1.89,26.95,0.0,2.59,Mixto,45.54,21.475,40
89.83,10.17,0.0,0.0,0.0,0.0,0.0,0.0,7.71,Algodón,76.25999999999999,34.275,60
5.86,66.87,0.0,7.46,3.66,9.99,0.0,6.16,3.58,Sintéticos,51.480000000000004,23.95,40
59.92,30.02,1.24,3.88,4.45,0.01,0.0,0.47,4.68,Mixto,58.08,26.7,40
32.88,50.74,1.95,4.76,1.92,4.99,0.0,2.76,4.97,Sintéticos,59.82,27.424999999999997,40
99.35,0.65,0.0,0.0,0.0,0.0,0.0,0.0,7.36,Algodón,74.16,33.400000000000006,60
29.71,17.57,17.19,0.79,9.32,6.14,19.28,0.0,1.74,Mixto,40.44,19.35,40
91.62,8.38,0.0,0.0,0.0,0.0,0.0,0.0,5.58,Algodón,63.480000000000004,28.95,60
83.02,10.32,0.0,0.43,4.57,0.0,0.0,1.66,3.06,Algodón,48.36,22.65,60
12.64,62.6,0.0,11.92,1.33,7.02,0.0,4.49,2.43,Sintéticos,44.58,21.075,40
13.14,51.26,0.0,19.37,0.69,14.92,0.0,0.62,3.87,Sintéticos,53.22,24.675,40
17.61,63.53,0.0,4.98,1.06,8.56,0.0,4.26,2.81,Sintéticos,46.86,22.025,40
52.03,35.62,1.05,3.02,6.89,0.19,0.0,1.21,4.44,Mixto,56.64,26.1,40
98.61,1.39,0.0,0.0,0.0,0.0,0.0,0.0,4.84,Algodón,59.04,27.1,60
92.24,1.23,0.0,1.17,2.05,0.0,0.0,3.31,6.12,Algodón,66.72,30.3,60
94.71,5.29,0.0,0.0,0.0,0.0,0.0,0.0,6.53,Algodón,69.18,31.325,60
23.63,0.43,43.19,4.4,7.87,3.57,16.93,0.0,2.53,Mixto,45.18,21.325,40
23.8,25.15,18.98,3.92,3.65,9.27,15.25,0.0,1.1,Mixto,36.6,17.75,40
17.64,17.81,30.82,3.67,5.92,0.98,23.15,0.0,1.78,Mixto,40.68,19.45,40
9.01,65.04,0.0,6.72,1.77,13.71,0.0,3.76,2.47,Sintéticos,44.82,21.175,40
77.49,14.44,0.0,4.38,1.94,0.0,0.0,1.74,5.01,Algodón,60.06,27.525,60
97.54,2.46,0.0,0.0,0.0,0.0,0.0,0.0,7.64,Algodón,75.84,34.099999999999994,60
95.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,5.44,Algodón,62.64,28.6,60
41.29,40.32,2.8,4.4,6.05,3.39,0.0,1.75,3.8,Mixto,52.8,24.5,40
86.0,0.73,0.0,2.41,8.55,0.0,0.0,2.31,6.04,Algodón,66.24000000000001,30.1,60
12.6,3.3,30.41,8.75,13.03,3.88,28.03,0.0,1.84,Mixto,41.04,19.6,40
77.73,13.93,0.0,2.04,5.48,0.0,0.0,0.82,3.14,Algodón,48.84,22.85,60
63.37,22.8,0.75,3.44,2.64,2.48,0.0,4.52,4.31,Mixto,55.86,25.775,40
82.99,3.6,0.0,1.23,9.1,0.0,0.0,3.08,6.86,Algodón,71.16,32.150000000000006,60
8.28,34.15,21.79,5.08,3.29,11.3,16.11,0.0,1.88,Mixto,41.28,19.7,40
77.69,6.14,0.0,5.61,7.45,0.0,0.0,3.11,4.92,Algodón,59.519999999999996,27.3,60
96.68,3.32,0.0,0.0,0.0,0.0,0.0,0.0,4.55,Algodón,57.3,26.375,60
91.82,8.18,0.0,0.0,0.0,0.0,0.0,0.0,7.15,Algodón,72.9,32.875,60
98.61,1.39,0.0,0.0,0.0,0.0,0.0,0.0,4.12,Algodón,54.72,25.3,60
96.65,3.35,0.0,0.0,0.0,0.0,0.0,0.0,5.96,Algodón,65.75999999999999,29.9,60
51.26,25.55,0.36,5.99,6.41,5.96,0.0,4.47,3.66,Mixto,51.96,24.15,40
91.18,2.43,0.0,2.48,3.35,0.0,0.0,0.56,5.81,Algodón,64.86,29.525,60
78.22,13.02,0.0,2.95,2.89,0.0,0.0,2.93,6.77,Algodón,70.62,31.924999999999997,60
2.1,1.81,43.46,6.69,4.39,17.8,23.74,0.0,1.35,Mixto,38.1,18.375,40
24.39,37.79,19.77,4.39,0.79,2.9,9.96,0.0,1.24,Mixto,37.44,18.1,40
75.73,12.59,0.0,1.86,8.3,0.0,0.0,1.52,3.2,Algodón,49.2,23.0,60
80.4,12.13,0.0,2.27,4.48,0.0,0.0,0.72,3.47,Algodón,50.82,23.675,60
53.95,29.51,1.9,5.02,3.76,3.19,0.0,2.68,3.3,Mixto,49.8,23.25,40
44.0,34.64,3.86,2.87,7.79,4.42,0.0,2.42,4.85,Mixto,59.099999999999994,27.125,40
5.79,18.45,19.3,5.35,11.01,0.55,39.55,0.0,2.6,Delicados,45.6,21.5,30
2.05,27.37,34.86,3.44,6.7,8.27,17.32,0.0,1.12,Mixto,36.72,17.8,40
9.34,22.41,29.03,1.12,2.83,6.1,29.16,0.0,1.75,Mixto,40.5,19.375,40
33.7,49.95,4.96,2.9,3.36,0.7,0.0,4.42,2.79,Mixto,46.74,21.975,40
15.71,54.39,0.0,20.61,2.26,5.88,0.0,1.14,3.8,Sintéticos,52.8,24.5,40
76.44,12.05,0.0,3.7,6.3,0.0,0.0,1.51,6.75,Algodón,70.5,31.875,60
13.45,63.49,0.0,7.23,0.74,14.55,0.0,0.54,3.3,Sintéticos,49.8,23.25,40
99.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,7.05,Algodón,72.3,32.625,60
23.92,42.71,0.0,8.93,5.05,18.45,0.0,0.93,2.35,Mixto,44.1,20.875,40
20.27,12.04,16.22,1.19,9.92,6.26,34.1,0.0,1.24,Delicados,37.44,18.1,30
45.99,40.21,4.94,3.01,1.82,3.23,0.0,0.8,3.66,Mixto,51.96,24.15,40
11.68,66.45,0.0,7.46,1.92,7.78,0.0,4.72,2.85,Sintéticos,47.1,22.125,40
12.58,45.77,0.0,11.2,3.41,26.18,0.0,0.86,3.64,Mixto,51.84,24.1,40
65.79,22.72,0.78,2.93,0.93,4.03,0.0,2.82,5.21,Mixto,61.26,28.025,40
96.09,3.91,0.0,0.0,0.0,0.0,0.0,0.0,6.53,Algodón,69.18,31.325,60
4.12,14.88,24.79,5.09,11.32,5.96,33.85,0.0,1.47,Delicados,38.82,18.675,30
90.09,9.91,0.0,0.0,0.0,0.0,0.0,0.0,6.56,Algodón,69.36,31.4,60
13.89,64.74,0.0,10.64,2.69,7.0,0.0,1.04,2.88,Sintéticos,47.28,22.2,40
24.87,45.68,0.0,12.51,1.91,13.15,0.0,1.88,3.34,Mixto,50.04,23.35,40
16.75,25.31,28.07,3.27,12.31,2.67,11.62,0.0,2.86,Mixto,47.16,22.15,40
94.75,5.25,0.0,0.0,0.0,0.0,0.0,0.0,4.04,Algodón,54.24,25.1,60
25.72,44.09,0.0,18.12,3.86,4.86,0.0,3.34,2.52,Mixto,45.120000000000005,21.3,40
70.74,15.24,0.0,2.72,8.65,0.0,0.0,2.65,6.17,Algodón,67.02,30.425,60
84.94,8.79,0.0,1.12,1.18,0.0,0.0,3.97,5.28,Algodón,61.68,28.200000000000003,60
19.21,9.96,33.32,4.22,1.7,8.15,23.43,0.0,1.99,Mixto,41.94,19.975,40
44.22,39.31,0.75,1.61,7.78,2.1,0.0,4.22,5.0,Mixto,60.0,27.5,40
55.55,32.51,3.23,1.26,3.59,0.14,0.0,3.73,4.7,Mixto,58.2,26.75,40
48.15,37.23,0.91,4.93,0.74,3.16,0.0,4.88,4.48,Mixto,56.88,26.200000000000003,40
90.54,2.53,0.0,3.29,0.06,0.0,0.0,3.58,3.36,Algodón,50.16,23.4,60
12.89,34.93,16.72,1.72,5.96,11.4,16.39,0.0,2.79,Mixto,46.74,21.975,40
78.33,9.83,0.0,4.4,4.09,0.0,0.0,3.35,5.26,Algodón,61.56,28.15,60
74.36,21.31,0.0,0.56,1.23,0.0,0.0,2.54,5.93,Algodón,65.58,29.825,60
24.84,1.84,36.18,1.13,6.92,10.41,18.69,0.0,2.33,Mixto,43.980000000000004,20.825,40
96.73,3.27,0.0,0.0,0.0,0.0,0.0,0.0,4.18,Algodón,55.08,25.45,60
54.59,29.81,3.57,2.22,3.37,3.81,0.0,2.63,4.79,Mixto,58.74,26.975,40
90.68,9.32,0.0,0.0,0.0,0.0,0.0,0.0,7.66,Algodón,75.96000000000001,34.15,60
42.5,43.88,3.27,0.97,3.03,3.45,0.0,2.9,4.92,Mixto,59.519999999999996,27.3,40
22.67,50.25,0.0,12.61,2.26,11.12,0.0,1.1,2.19,Sintéticos,43.14,20.475,40
40.74,41.02,3.36,1.88,7.21,1.83,0.0,3.98,2.92,Mixto,47.519999999999996,22.3,40
17.53,17.6,31.12,0.41,3.41,7.63,22.31,0.0,1.55,Mixto,39.3,18.875,40
58.98,20.82,4.2,2.57,9.59,3.36,0.0,0.47,5.27,Mixto,61.62,28.174999999999997,40
2.95,70.22,0.0,9.24,5.12,9.68,0.0,2.79,3.58,Sintéticos,51.480000000000004,23.95,40
14.85,25.41,34.48,1.36,6.94,8.19,8.77,0.0,1.97,Mixto,41.82,19.925,40
13.46,59.64,0.0,14.42,3.45,8.98,0.0,0.04,3.96,Sintéticos,53.76,24.9,40
14.22,50.28,0.0,15.83,0.12,16.5,0.0,3.04,3.6,Sintéticos,51.6,24.0,40
34.07,46.5,5.12,3.09,3.58,2.8,0.0,4.84,3.95,Mixto,53.7,24.875,40
48.48,39.91,0.5,2.3,7.64,0.68,0.0,0.48,3.54,Mixto,51.24,23.85,40
92.87,7.13,0.0,0.0,0.0,0.0,0.0,0.0,7.34,Algodón,74.03999999999999,33.35,60
23.93,25.38,21.3,0.15,3.88,7.33,18.03,0.0,1.15,Mixto,36.9,17.875,40
20.41,4.39,41.76,3.95,4.22,0.65,24.63,0.0,1.04,Mixto,36.24,17.6,40
52.22,33.82,5.33,1.03,6.42,0.07,0.0,1.1,5.05,Mixto,60.3,27.625,40
54.44,33.28,1.42,2.31,6.96,0.29,0.0,1.3,4.84,Mixto,59.04,27.1,40
20.85,15.53,18.65,3.96,6.95,8.15,25.9,0.0,2.43,Mixto,44.58,21.075,40
12.05,5.36,42.1,5.77,4.21,9.7,20.81,0.0,1.1,Mixto,36.6,17.75,40
21.18,20.44,17.46,4.34,8.91,5.06,22.59,0.0,1.85,Mixto,41.1,19.625,40
91.33,8.67,0.0,0.0,0.0,0.0,0.0,0.0,6.58,Algodón,69.48,31.45,60
94.43,5.57,0.0,0.0,0.0,0.0,0.0,0.0,7.24,Algodón,73.44,33.1,60
92.97,1.8,0.0,2.25,0.87,0.0,0.0,2.1,3.88,Algodón,53.28,24.7,60
56.96,29.89,4.57,2.05,3.58,1.35,0.0,1.6,5.13,Mixto,60.78,27.825,40
44.55,40.51,4.34,3.16,2.84,1.34,0.0,3.25,4.57,Mixto,57.42,26.425,40
5.81,56.39,0.0,18.68,2.31,15.21,0.0,1.6,3.54,Sintéticos,51.24,23.85,40
91.37,8.63,0.0,0.0,0.0,0.0,0.0,0.0,4.71,Algodón,58.26,26.775,60
44.38,41.54,1.5,3.69,5.16,1.52,0.0,2.21,4.07,Mixto,54.42,25.175,40
67.28,20.16,0.0,4.58,5.19,0.0,0.0,2.78,3.79,Mixto,52.74,24.475,40
30.51,42.01,0.0,17.01,2.53,5.59,0.0,2.36,2.25,Mixto,43.5,20.625,40
16.01,30.84,16.02,2.91,8.25,4.38,21.58,0.0,2.53,Mixto,45.18,21.325,40
52.57,37.78,2.4,0.16,3.63,0.01,0.0,3.45,3.53,Mixto,51.18,23.825,40
93.1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,7.72,Algodón,76.32,34.3,60
95.16,4.84,0.0,0.0,0.0,0.0,0.0,0.0,6.42,Algodón,68.52,31.05,60
73.41,11.01,0.0,4.87,5.56,0.0,0.0,5.15,4.32,Algodón,55.92,25.8,60
89.25,10.75,0.0,0.0,0.0,0.0,0.0,0.0,5.66,Algodón,63.96,29.15,60
91.69,1.83,0.0,0.78,2.65,0.0,0.0,3.05,3.64,Algodón,51.84,24.1,60
16.26,24.69,27.39,4.37,6.12,1.67,19.5,0.0,2.03,Mixto,42.18,20.075,40
84.39,4.17,0.0,4.38,4.52,0.0,0.0,2.54,4.55,Algodón,57.3,26.375,60
91.83,8.17,0.0,0.0,0.0,0.0,0.0,0.0,7.03,Algodón,72.18,32.575,60
38.28,47.42,2.39,2.9,6.19,0.97,0.0,1.86,3.82,Mixto,52.92,24.549999999999997,40
83.1,1.13,0.0,3.25,10.96,0.0,0.0,1.55,4.2,Algodón,55.2,25.5,60
61.3,34.28,1.79,0.58,0.93,0.01,0.0,1.11,3.46,Mixto,50.76,23.65,40
84.09,4.8,0.0,1.23,8.62,0.0,0.0,1.25,6.09,Algodón,66.53999999999999,30.225,60
96.34,3.66,0.0,0.0,0.0,0.0,0.0,0.0,7.17,Algodón,73.02,32.925,60
14.63,12.22,40.28,4.43,3.42,2.45,22.58,0.0,1.85,Mixto,41.1,19.625,40
24.28,16.29,16.56,7.35,9.65,5.87,20.01,0.0,2.37,Mixto,44.22,20.925,40
9.02,53.0,0.0,14.87,4.98,14.11,0.0,4.02,2.37,Sintéticos,44.22,20.925,40
74.97,11.29,0.0,0.95,9.65,0.0,0.0,3.15,3.19,Algodón,49.14,22.975,60
4.83,17.71,22.55,2.83,18.71,0.23,33.13,0.0,2.82,Delicados,46.92,22.05,30
10.67,7.96,47.14,2.04,1.47,7.26,23.46,0.0,2.43,Mixto,44.58,21.075,40
50.52,34.99,2.46,0.83,7.35,0.11,0.0,3.74,4.06,Mixto,54.36,25.15,40
23.21,44.08,0.0,14.34,3.36,14.92,0.0,0.1,2.84,Mixto,47.04,22.1,40
95.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,5.48,Algodón,62.88,28.700000000000003,60
84.87,4.53,0.0,2.75,5.17,0.0,0.0,2.69,6.66,Algodón,69.96000000000001,31.65,60
28.61,2.74,37.62,0.69,9.42,9.15,11.77,0.0,2.45,Mixto,44.7,21.125,40
99.35,0.65,0.0,0.0,0.0,0.0,0.0,0.0,7.47,Algodón,74.82,33.675,60
11.04,50.92,0.0,9.48,2.2,21.29,0.0,5.07,3.04,Sintéticos,48.24,22.6,40
52.84,29.72,5.95,0.7,6.94,2.96,0.0,0.88,4.58,Mixto,57.480000000000004,26.45,40
43.84,33.65,3.29,2.05,8.96,5.27,0.0,2.94,5.01,Mixto,60.06,27.525,40
53.61,33.9,2.94,0.2,0.77,4.39,0.0,4.2,4.66,Mixto,57.96,26.65,40
92.45,5.09,0.0,0.07,1.37,0.0,0.0,1.02,5.19,Algodón,61.14,27.975,60
