Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso
92.31,7.69,0.0,0.0,0.0,0.0,0.0,0.0,6.62
83.41,4.29,0.0,1.16,9.44,0.0,0.0,1.7,6.33
77.88,11.87,0.0,1.14,8.44,0.0,0.0,0.68,5.9
18.9,20.8,19.34,0.46,9.87,3.06,27.57,0.0,1.34
20.54,21.48,26.43,1.11,3.0,5.16,22.28,0.0,2.27
6.34,66.2,0.0,10.06,2.35,13.66,0.0,1.39,2.6
14.83,52.82,0.0,17.91,2.54,7.18,0.0,4.72,2.75
99.26,0.74,0.0,0.0,0.0,0.0,0.0,0.0,5.78
96.34,3.66,0.0,0.0,0.0,0.0,0.0,0.0,7.71
97.29,2.71,0.0,0.0,0.0,0.0,0.0,0.0,7.54
94.52,5.48,0.0,0.0,0.0,0.0,0.0,0.0,5.5
26.79,12.62,14.98,4.66,8.51,8.54,23.9,0.0,2.35
75.83,16.77,0.0,2.55,0.72,0.0,0.0,4.14,5.37
53.39,31.95,0.72,3.64,6.72,0.52,0.0,3.06,2.79
55.87,30.81,0.91,3.67,4.08,3.23,0.0,1.42,2.59
91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
77.56,12.14,0.0,3.11,4.12,0.0,0.0,3.07,5.2
28.2,40.41,0.0,20.33,1.47,6.86,0.0,2.72,2.92
3.08,60.72,0.0,13.42,2.75,17.64,0.0,2.39,3.04
11.5,56.15,0.0,11.25,4.24,16.55,0.0,0.32,3.41
51.78,36.26,0.06,1.69,7.75,1.14,0.0,1.32,4.7
90.78,9.22,0.0,0.0,0.0,0.0,0.0,0.0,4.28
7.21,23.21,30.34,4.25,13.33,4.38,17.28,0.0,2.03
90.36,9.64,0.0,0.0,0.0,0.0,0.0,0.0,4.77
4.68,55.5,0.0,18.1,0.97,18.7,0.0,2.04,3.77
2.18,64.48,0.0,5.4,4.62,19.69,0.0,3.63,2.22
23.67,48.2,0.0,11.77,3.19,12.83,0.0,0.34,2.98
20.03,18.6,29.69,4.55,3.4,9.3,14.43,0.0,1.23
81.11,4.95,0.0,3.16,9.91,0.0,0.0,0.87,6.13
79.82,7.69,0.0,1.35,6.21,0.0,0.0,4.93,3.69
58.63,23.57,4.32,0.76,5.98,2.85,0.0,3.88,2.55
56.84,28.77,0.36,1.81,4.96,4.17,0.0,3.09,2.67
8.81,17.84,34.69,1.15,3.41,6.06,28.04,0.0,2.53
95.15,4.85,0.0,0.0,0.0,0.0,0.0,0.0,4.18
77.38,8.16,0.0,4.29,5.61,0.0,0.0,4.56,4.37
87.92,12.08,0.0,0.0,0.0,0.0,0.0,0.0,6.88
86.26,3.7,0.0,3.75,3.86,0.0,0.0,2.44,3.21
96.39,3.61,0.0,0.0,0.0,0.0,0.0,0.0,7.97
26.02,56.39,0.0,9.59,0.76,7.03,0.0,0.21,3.33
91.98,8.02,0.0,0.0,0.0,0.0,0.0,0.0,6.88
58.88,35.77,2.25,0.21,1.17,0.82,0.0,0.89,3.62
88.91,11.09,0.0,0.0,0.0,0.0,0.0,0.0,4.04
9.43,32.59,18.28,0.92,10.44,1.28,27.07,0.0,2.72
0.36,21.72,48.43,1.28,2.58,12.19,13.44,0.0,1.69
21.7,47.2,0.0,17.59,3.17,7.53,0.0,2.81,3.06
16.8,18.79,28.0,3.49,4.07,1.89,26.95,0.0,2.59
89.83,10.17,0.0,0.0,0.0,0.0,0.0,0.0,7.71
5.86,66.87,0.0,7.46,3.66,9.99,0.0,6.16,3.58
59.92,30.02,1.24,3.88,4.45,0.01,0.0,0.47,4.68
32.88,50.74,1.95,4.76,1.92,4.99,0.0,2.76,4.97
99.35,0.65,0.0,0.0,0.0,0.0,0.0,0.0,7.36
29.71,17.57,17.19,0.79,9.32,6.14,19.28,0.0,1.74
91.62,8.38,0.0,0.0,0.0,0.0,0.0,0.0,5.58
83.02,10.32,0.0,0.43,4.57,0.0,0.0,1.66,3.06
12.64,62.6,0.0,11.92,1.33,7.02,0.0,4.49,2.43
13.14,51.26,0.0,19.37,0.69,14.92,0.0,0.62,3.87
17.61,63.53,0.0,4.98,1.06,8.56,0.0,4.26,2.81
52.03,35.62,1.05,3.02,6.89,0.19,0.0,1.21,4.44
98.61,1.39,0.0,0.0,0.0,0.0,0.0,0.0,4.84
92.24,1.23,0.0,1.17,2.05,0.0,0.0,3.31,6.12
94.71,5.29,0.0,0.0,0.0,0.0,0.0,0.0,6.53
23.63,0.43,43.19,4.4,7.87,3.57,16.93,0.0,2.53
23.8,25.15,18.98,3.92,3.65,9.27,15.25,0.0,1.1
17.64,17.81,30.82,3.67,5.92,0.98,23.15,0.0,1.78
9.01,65.04,0.0,6.72,1.77,13.71,0.0,3.76,2.47
77.49,14.44,0.0,4.38,1.94,0.0,0.0,1.74,5.01
97.54,2.46,0.0,0.0,0.0,0.0,0.0,0.0,7.64
95.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,5.44
41.29,40.32,2.8,4.4,6.05,3.39,0.0,1.75,3.8
86.0,0.73,0.0,2.41,8.55,0.0,0.0,2.31,6.04
12.6,3.3,30.41,8.75,13.03,3.88,28.03,0.0,1.84
77.73,13.93,0.0,2.04,5.48,0.0,0.0,0.82,3.14
63.37,22.8,0.75,3.44,2.64,2.48,0.0,4.52,4.31
82.99,3.6,0.0,1.23,9.1,0.0,0.0,3.08,6.86
8.28,34.15,21.79,5.08,3.29,11.3,16.11,0.0,1.88
77.69,6.14,0.0,5.61,7.45,0.0,0.0,3.11,4.92
96.68,3.32,0.0,0.0,0.0,0.0,0.0,0.0,4.55
91.82,8.18,0.0,0.0,0.0,0.0,0.0,0.0,7.15
98.61,1.39,0.0,0.0,0.0,0.0,0.0,0.0,4.12
96.65,3.35,0.0,0.0,0.0,0.0,0.0,0.0,5.96
51.26,25.55,0.36,5.99,6.41,5.96,0.0,4.47,3.66
91.18,2.43,0.0,2.48,3.35,0.0,0.0,0.56,5.81
78.22,13.02,0.0,2.95,2.89,0.0,0.0,2.93,6.77
2.1,1.81,43.46,6.69,4.39,17.8,23.74,0.0,1.35
24.39,37.79,19.77,4.39,0.79,2.9,9.96,0.0,1.24
75.73,12.59,0.0,1.86,8.3,0.0,0.0,1.52,3.2
80.4,12.13,0.0,2.27,4.48,0.0,0.0,0.72,3.47
53.95,29.51,1.9,5.02,3.76,3.19,0.0,2.68,3.3
44.0,34.64,3.86,2.87,7.79,4.42,0.0,2.42,4.85
5.79,18.45,19.3,5.35,11.01,0.55,39.55,0.0,2.6
2.05,27.37,34.86,3.44,6.7,8.27,17.32,0.0,1.12
9.34,22.41,29.03,1.12,2.83,6.1,29.16,0.0,1.75
33.7,49.95,4.96,2.9,3.36,0.7,0.0,4.42,2.79
15.71,54.39,0.0,20.61,2.26,5.88,0.0,1.14,3.8
76.44,12.05,0.0,3.7,6.3,0.0,0.0,1.51,6.75
13.45,63.49,0.0,7.23,0.74,14.55,0.0,0.54,3.3
99.94,0.06,0.0,0.0,0.0,0.0,0.0,0.0,7.05
23.92,42.71,0.0,8.93,5.05,18.45,0.0,0.93,2.35
20.27,12.04,16.22,1.19,9.92,6.26,34.1,0.0,1.24
45.99,40.21,4.94,3.01,1.82,3.23,0.0,0.8,3.66
11.68,66.45,0.0,7.46,1.92,7.78,0.0,4.72,2.85
12.58,45.77,0.0,11.2,3.41,26.18,0.0,0.86,3.64
65.79,22.72,0.78,2.93,0.93,4.03,0.0,2.82,5.21
96.09,3.91,0.0,0.0,0.0,0.0,0.0,0.0,6.53
4.12,14.88,24.79,5.09,11.32,5.96,33.85,0.0,1.47
90.09,9.91,0.0,0.0,0.0,0.0,0.0,0.0,6.56
13.89,64.74,0.0,10.64,2.69,7.0,0.0,1.04,2.88
24.87,45.68,0.0,12.51,1.91,13.15,0.0,1.88,3.34
16.75,25.31,28.07,3.27,12.31,2.67,11.62,0.0,2.86
94.75,5.25,0.0,0.0,0.0,0.0,0.0,0.0,4.04
25.72,44.09,0.0,18.12,3.86,4.86,0.0,3.34,2.52
70.74,15.24,0.0,2.72,8.65,0.0,0.0,2.65,6.17
84.94,8.79,0.0,1.12,1.18,0.0,0.0,3.97,5.28
19.21,9.96,33.32,4.22,1.7,8.15,23.43,0.0,1.99
44.22,39.31,0.75,1.61,7.78,2.1,0.0,4.22,5.0
55.55,32.51,3.23,1.26,3.59,0.14,0.0,3.73,4.7
48.15,37.23,0.91,4.93,0.74,3.16,0.0,4.88,4.48
90.54,2.53,0.0,3.29,0.06,0.0,0.0,3.58,3.36
12.89,34.93,16.72,1.72,5.96,11.4,16.39,0.0,2.79
78.33,9.83,0.0,4.4,4.09,0.0,0.0,3.35,5.26
74.36,21.31,0.0,0.56,1.23,0.0,0.0,2.54,5.93
24.84,1.84,36.18,1.13,6.92,10.41,18.69,0.0,2.33
96.73,3.27,0.0,0.0,0.0,0.0,0.0,0.0,4.18
54.59,29.81,3.57,2.22,3.37,3.81,0.0,2.63,4.79
90.68,9.32,0.0,0.0,0.0,0.0,0.0,0.0,7.66
42.5,43.88,3.27,0.97,3.03,3.45,0.0,2.9,4.92
22.67,50.25,0.0,12.61,2.26,11.12,0.0,1.1,2.19
40.74,41.02,3.36,1.88,7.21,1.83,0.0,3.98,2.92
17.53,17.6,31.12,0.41,3.41,7.63,22.31,0.0,1.55
58.98,20.82,4.2,2.57,9.59,3.36,0.0,0.47,5.27
2.95,70.22,0.0,9.24,5.12,9.68,0.0,2.79,3.58
14.85,25.41,34.48,1.36,6.94,8.19,8.77,0.0,1.97
13.46,59.64,0.0,14.42,3.45,8.98,0.0,0.04,3.96
14.22,50.28,0.0,15.83,0.12,16.5,0.0,3.04,3.6
34.07,46.5,5.12,3.09,3.58,2.8,0.0,4.84,3.95
48.48,39.91,0.5,2.3,7.64,0.68,0.0,0.48,3.54
92.87,7.13,0.0,0.0,0.0,0.0,0.0,0.0,7.34
23.93,25.38,21.3,0.15,3.88,7.33,18.03,0.0,1.15
20.41,4.39,41.76,3.95,4.22,0.65,24.63,0.0,1.04
52.22,33.82,5.33,1.03,6.42,0.07,0.0,1.1,5.05
54.44,33.28,1.42,2.31,6.96,0.29,0.0,1.3,4.84
20.85,15.53,18.65,3.96,6.95,8.15,25.9,0.0,2.43
12.05,5.36,42.1,5.77,4.21,9.7,20.81,0.0,1.1
21.18,20.44,17.46,4.34,8.91,5.06,22.59,0.0,1.85
91.33,8.67,0.0,0.0,0.0,0.0,0.0,0.0,6.58
94.43,5.57,0.0,0.0,0.0,0.0,0.0,0.0,7.24
92.97,1.8,0.0,2.25,0.87,0.0,0.0,2.1,3.88
56.96,29.89,4.57,2.05,3.58,1.35,0.0,1.6,5.13
44.55,40.51,4.34,3.16,2.84,1.34,0.0,3.25,4.57
5.81,56.39,0.0,18.68,2.31,15.21,0.0,1.6,3.54
91.37,8.63,0.0,0.0,0.0,0.0,0.0,0.0,4.71
44.38,41.54,1.5,3.69,5.16,1.52,0.0,2.21,4.07
67.28,20.16,0.0,4.58,5.19,0.0,0.0,2.78,3.79
30.51,42.01,0.0,17.01,2.53,5.59,0.0,2.36,2.25
16.01,30.84,16.02,2.91,8.25,4.38,21.58,0.0,2.53
52.57,37.78,2.4,0.16,3.63,0.01,0.0,3.45,3.53
93.1,6.9,0.0,0.0,0.0,0.0,0.0,0.0,7.72
95.16,4.84,0.0,0.0,0.0,0.0,0.0,0.0,6.42
73.41,11.01,0.0,4.87,5.56,0.0,0.0,5.15,4.32
89.25,10.75,0.0,0.0,0.0,0.0,0.0,0.0,5.66
91.69,1.83,0.0,0.78,2.65,0.0,0.0,3.05,3.64
16.26,24.69,27.39,4.37,6.12,1.67,19.5,0.0,2.03
84.39,4.17,0.0,4.38,4.52,0.0,0.0,2.54,4.55
91.83,8.17,0.0,0.0,0.0,0.0,0.0,0.0,7.03
38.28,47.42,2.39,2.9,6.19,0.97,0.0,1.86,3.82
83.1,1.13,0.0,3.25,10.96,0.0,0.0,1.55,4.2
61.3,34.28,1.79,0.58,0.93,0.01,0.0,1.11,3.46
84.09,4.8,0.0,1.23,8.62,0.0,0.0,1.25,6.09
96.34,3.66,0.0,0.0,0.0,0.0,0.0,0.0,7.17
14.63,12.22,40.28,4.43,3.42,2.45,22.58,0.0,1.85
24.28,16.29,16.56,7.35,9.65,5.87,20.01,0.0,2.37
9.02,53.0,0.0,14.87,4.98,14.11,0.0,4.02,2.37
74.97,11.29,0.0,0.95,9.65,0.0,0.0,3.15,3.19
4.83,17.71,22.55,2.83,18.71,0.23,33.13,0.0,2.82
10.67,7.96,47.14,2.04,1.47,7.26,23.46,0.0,2.43
50.52,34.99,2.46,0.83,7.35,0.11,0.0,3.74,4.06
23.21,44.08,0.0,14.34,3.36,14.92,0.0,0.1,2.84
95.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,5.48
84.87,4.53,0.0,2.75,5.17,0.0,0.0,2.69,6.66
28.61,2.74,37.62,0.69,9.42,9.15,11.77,0.0,2.45
99.35,0.65,0.0,0.0,0.0,0.0,0.0,0.0,7.47
11.04,50.92,0.0,9.48,2.2,21.29,0.0,5.07,3.04
52.84,29.72,5.95,0.7,6.94,2.96,0.0,0.88,4.58
43.84,33.65,3.29,2.05,8.96,5.27,0.0,2.94,5.01
53.61,33.9,2.94,0.2,0.77,4.39,0.0,4.2,4.66
92.45,5.09,0.0,0.07,1.37,0.0,0.0,1.02,5.19
48.59,31.21,5.65,4.22,5.37,4.13,0.0,0.83,3.79
1.26,61.82,0.0,22.2,1.06,11.87,0.0,1.79,2.3
3.55,59.02,0.0,14.19,1.79,20.16,0.0,1.29,2.18
7.39,51.26,0.0,18.91,4.88,16.02,0.0,1.54,3.16
93.88,6.12,0.0,0.0,0.0,0.0,0.0,0.0,4.96
2.22,27.26,50.5,4.24,1.51,1.28,12.98,0.0,1.5
19.67,1.91,23.47,3.05,11.12,13.05,27.74,0.0,2.66
14.57,23.25,15.96,0.45,8.92,8.25,28.59,0.0,2.47
65.36,19.04,4.1,3.68,4.45,2.44,0.0,0.93,4.94
81.21,6.43,0.0,2.09,6.91,0.0,0.0,3.37,4.17
98.93,1.07,0.0,0.0,0.0,0.0,0.0,0.0,5.16
5.81,22.55,43.49,0.55,0.25,8.2,19.15,0.0,2.14
18.53,47.65,0.0,10.83,7.61,8.18,0.0,7.2,3.08
95.7,4.3,0.0,0.0,0.0,0.0,0.0,0.0,4.82
21.69,47.57,0.0,12.11,1.58,14.81,0.0,2.24,3.99
22.08,56.55,0.0,9.91,3.09,8.23,0.0,0.14,2.45
94.26,5.74,0.0,0.0,0.0,0.0,0.0,0.0,5.86
77.93,12.22,0.0,3.61,3.45,0.0,0.0,2.79,4.23
99.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,6.93
3.81,22.47,36.01,4.12,10.95,10.19,12.44,0.0,2.19
51.81,35.67,1.92,3.32,3.51,0.95,0.0,2.83,2.83
91.26,8.74,0.0,0.0,0.0,0.0,0.0,0.0,4.59
99.71,0.29,0.0,0.0,0.0,0.0,0.0,0.0,7.36
4.89,64.26,0.0,16.09,4.55,7.41,0.0,2.8,3.3
97.62,2.38,0.0,0.0,0.0,0.0,0.0,0.0,7.2
10.24,8.99,26.83,3.84,22.39,15.64,12.07,0.0,1.66
9.88,45.18,0.0,26.33,6.85,8.0,0.0,3.75,3.06
25.71,30.36,16.45,0.01,1.79,2.65,23.04,0.0,1.19
15.84,15.97,16.59,2.35,1.79,11.38,36.08,0.0,2.12
79.32,10.61,0.0,4.1,2.88,0.0,0.0,3.09,5.44
95.81,4.19,0.0,0.0,0.0,0.0,0.0,0.0,7.77
27.42,36.7,0.0,15.91,2.93,15.36,0.0,1.69,2.9
53.64,34.81,2.86,2.18,5.05,0.05,0.0,1.41,2.89
95.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,6.28
44.87,45.38,4.9,1.93,0.86,2.05,0.0,0.02,2.54
66.42,20.2,1.95,2.53,3.09,2.99,0.0,2.83,2.58
69.73,21.76,1.96,0.72,0.4,2.71,0.0,2.71,3.25
95.39,4.61,0.0,0.0,0.0,0.0,0.0,0.0,5.68
7.03,1.1,38.7,1.73,6.77,8.54,36.12,0.0,1.16
8.85,28.89,27.39,3.95,0.53,8.3,22.09,0.0,2.96
17.39,48.48,0.0,17.01,3.79,9.18,0.0,4.15,3.14
14.41,52.96,0.0,9.68,0.68,20.71,0.0,1.55,2.28
41.29,44.47,3.75,1.2,0.68,4.25,0.0,4.36,3.59
48.77,34.26,0.14,5.9,4.14,1.82,0.0,4.99,4.98
24.93,15.75,36.88,1.78,0.07,8.01,12.58,0.0,2.66
3.89,58.26,0.0,12.71,2.31,17.88,0.0,4.94,2.69
22.46,49.28,0.0,16.48,0.56,7.01,0.0,4.21,2.46
94.25,5.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25
14.31,9.11,50.43,6.32,6.94,1.6,11.28,0.0,2.46
97.55,2.45,0.0,0.0,0.0,0.0,0.0,0.0,4.83
14.63,8.97,44.82,2.53,9.51,11.82,7.72,0.0,1.62
94.19,5.81,0.0,0.0,0.0,0.0,0.0,0.0,6.76
50.96,34.56,5.06,1.83,5.29,1.11,0.0,1.21,4.62
26.38,5.22,33.84,5.03,7.57,8.15,13.81,0.0,1.83
14.71,60.08,0.0,8.5,1.06,14.08,0.0,1.56,3.32
80.45,14.09,0.0,2.61,2.61,0.0,0.0,0.23,5.41
49.77,29.86,1.17,1.34,8.41,5.03,0.0,4.43,3.63
44.84,37.52,0.26,5.07,8.47,0.18,0.0,3.66,3.79
1.49,22.13,26.45,2.51,8.83,2.9,35.7,0.0,2.77
52.42,34.42,3.45,3.12,2.22,3.29,0.0,1.07,5.46
92.23,7.77,0.0,0.0,0.0,0.0,0.0,0.0,7.96
90.51,9.49,0.0,0.0,0.0,0.0,0.0,0.0,6.57
99.61,0.39,0.0,0.0,0.0,0.0,0.0,0.0,4.47
79.33,8.1,0.0,2.34,5.8,0.0,0.0,4.43,5.13
78.52,15.94,0.0,1.56,3.94,0.0,0.0,0.03,4.16
81.24,2.85,0.0,4.56,6.77,0.0,0.0,4.58,3.05
4.32,71.14,0.0,5.94,0.91,16.15,0.0,1.54,3.81
44.53,35.4,4.24,3.07,7.55,2.8,0.0,2.42,2.64
92.97,7.03,0.0,0.0,0.0,0.0,0.0,0.0,7.52
81.91,15.85,0.0,0.22,1.14,0.0,0.0,0.87,5.29
2.54,62.56,0.0,15.66,4.56,14.03,0.0,0.65,3.69
15.45,24.14,35.5,1.1,0.2,0.33,23.26,0.0,1.33
21.23,25.57,14.33,2.24,7.91,5.68,23.03,0.0,1.9
58.88,25.31,2.92,1.24,8.17,1.2,0.0,2.29,4.0
15.98,44.55,0.0,10.62,5.46,20.05,0.0,3.34,3.03
92.88,7.12,0.0,0.0,0.0,0.0,0.0,0.0,7.63
56.99,35.09,0.9,2.87,2.41,1.72,0.0,0.02,3.76
55.31,25.08,1.15,2.47,9.36,4.5,0.0,2.13,5.17
92.43,7.57,0.0,0.0,0.0,0.0,0.0,0.0,4.38
8.57,27.85,31.85,1.21,7.5,6.9,16.13,0.0,1.85
38.5,46.35,2.77,0.95,6.44,4.32,0.0,0.68,5.34
81.64,1.22,0.0,4.56,9.35,0.0,0.0,3.22,3.76
98.91,1.09,0.0,0.0,0.0,0.0,0.0,0.0,4.61
33.24,46.47,3.48,2.93,8.84,1.41,0.0,3.62,3.23
21.56,26.39,14.23,3.12,4.34,8.97,21.38,0.0,2.46
20.23,59.49,0.0,10.09,1.5,6.47,0.0,2.23,2.78
98.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.86
6.18,54.23,0.0,19.03,3.08,14.17,0.0,3.31,2.13
70.75,19.36,0.0,0.72,5.22,0.0,0.0,3.94,6.62
72.65,9.85,0.0,2.29,10.8,0.0,0.0,4.4,7.0
42.64,47.16,0.76,4.32,1.9,2.79,0.0,0.43,4.43
29.41,3.53,36.06,1.28,3.86,5.94,19.92,0.0,1.74
24.18,50.25,0.0,15.06,2.32,5.24,0.0,2.95,3.44
88.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0,4.74
45.72,37.67,4.08,3.09,2.58,3.13,0.0,3.74,2.87
61.46,26.97,4.68,5.22,0.39,0.37,0.0,0.92,5.12
96.85,3.15,0.0,0.0,0.0,0.0,0.0,0.0,4.5
84.65,8.65,0.0,2.35,3.24,0.0,0.0,1.12,3.88
85.74,2.37,0.0,4.67,7.18,0.0,0.0,0.05,5.05
25.3,28.56,23.01,0.07,9.71,6.19,7.17,0.0,1.2
57.73,22.01,1.24,0.61,8.45,5.33,0.0,4.63,5.4
97.71,2.29,0.0,0.0,0.0,0.0,0.0,0.0,4.28
30.22,19.95,25.91,1.24,6.61,7.52,8.54,0.0,2.63
18.91,22.47,21.73,0.82,8.0,0.58,27.49,0.0,2.5
88.12,2.91,0.0,2.71,4.15,0.0,0.0,2.11,6.58
32.15,47.85,3.33,1.72,9.55,4.76,0.0,0.64,3.59
42.32,39.47,2.09,1.73,6.68,4.56,0.0,3.16,4.08
76.14,6.46,0.0,4.39,8.97,0.0,0.0,4.04,4.47
97.46,2.54,0.0,0.0,0.0,0.0,0.0,0.0,5.1
29.12,9.39,31.35,1.14,2.11,2.46,24.43,0.0,2.45
42.11,39.6,1.21,3.83,8.01,3.16,0.0,2.07,4.47
53.67,24.79,3.47,1.47,9.01,4.24,0.0,3.35,3.91
26.44,20.95,19.1,3.95,8.1,8.18,13.28,0.0,1.13
95.27,4.73,0.0,0.0,0.0,0.0,0.0,0.0,5.02
11.9,54.38,0.0,18.88,4.66,9.67,0.0,0.51,3.46
5.61,21.81,35.91,0.85,8.63,5.9,21.3,0.0,1.89
14.31,9.88,32.96,4.57,5.81,3.2,29.26,0.0,1.51
94.15,5.85,0.0,0.0,0.0,0.0,0.0,0.0,4.63
82.06,9.79,0.0,0.69,3.55,0.0,0.0,3.9,6.79
52.63,39.09,0.51,2.67,4.51,0.42,0.0,0.17,2.96
91.35,8.65,0.0,0.0,0.0,0.0,0.0,0.0,6.59
23.78,21.3,19.79,3.31,10.87,7.85,13.09,0.0,1.36
2.14,3.21,42.78,0.08,2.81,6.31,42.66,0.0,2.04
13.63,50.67,0.0,18.54,4.9,8.59,0.0,3.67,2.13
84.98,7.75,0.0,2.06,3.83,0.0,0.0,1.38,3.12
14.97,30.08,28.9,5.14,5.77,9.7,5.45,0.0,2.14
18.49,49.1,0.0,14.28,3.51,13.84,0.0,0.77,3.25
91.73,8.27,0.0,0.0,0.0,0.0,0.0,0.0,4.63
88.83,0.9,0.0,2.96,5.53,0.0,0.0,1.77,3.66
85.13,6.82,0.0,1.65,4.93,0.0,0.0,1.47,5.57
98.23,1.77,0.0,0.0,0.0,0.0,0.0,0.0,5.64
90.14,9.86,0.0,0.0,0.0,0.0,0.0,0.0,6.04
92.12,7.88,0.0,0.0,0.0,0.0,0.0,0.0,7.68
92.65,7.35,0.0,0.0,0.0,0.0,0.0,0.0,5.38
42.4,30.59,3.25,0.27,12.79,6.08,0.0,4.62,3.2
3.83,70.71,0.0,13.57,1.84,6.86,0.0,3.19,3.49
9.01,56.79,0.0,12.18,0.44,20.94,0.0,0.65,2.85
7.97,55.43,0.0,13.73,4.39,14.6,0.0,3.88,3.5
92.46,7.54,0.0,0.0,0.0,0.0,0.0,0.0,4.14
96.54,3.46,0.0,0.0,0.0,0.0,0.0,0.0,7.96
94.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.96
89.74,2.56,0.0,3.24,0.81,0.0,0.0,3.65,5.81
81.04,16.34,0.0,0.91,1.45,0.0,0.0,0.26,5.86
29.27,9.47,34.95,3.19,1.54,1.53,20.04,0.0,1.25
76.11,14.84,0.0,1.28,5.22,0.0,0.0,2.55,6.59
44.91,37.07,2.48,2.44,10.25,0.28,0.0,2.58,2.65
12.65,43.38,0.0,20.42,2.06,19.15,0.0,2.34,2.18
14.77,50.8,0.0,9.58,0.27,20.11,0.0,4.47,3.19
21.86,19.68,26.94,1.46,5.36,7.32,17.38,0.0,2.39
76.5,11.96,0.0,2.41,6.09,0.0,0.0,3.03,5.37
9.81,27.84,28.38,4.71,1.68,0.65,26.93,0.0,2.75
88.18,11.82,0.0,0.0,0.0,0.0,0.0,0.0,6.18
24.59,46.13,0.0,15.83,1.18,9.21,0.0,3.06,3.62
15.87,51.19,0.0,17.04,3.98,10.07,0.0,1.85,3.23
53.46,26.27,4.23,3.64,8.32,0.01,0.0,4.08,2.73
97.33,2.67,0.0,0.0,0.0,0.0,0.0,0.0,6.68
52.22,33.99,4.85,4.99,0.78,2.58,0.0,0.59,5.36
83.38,9.36,0.0,4.44,0.53,0.0,0.0,2.29,5.76
2.83,64.65,0.0,15.24,1.13,14.54,0.0,1.6,3.23
87.86,5.1,0.0,0.68,0.37,0.0,0.0,5.99,3.9
14.47,67.24,0.0,7.6,4.75,5.41,0.0,0.53,3.06
30.68,27.62,17.6,1.04,7.21,0.29,15.56,0.0,2.62
8.52,19.32,29.33,2.72,6.87,8.24,25.01,0.0,2.6
18.79,6.23,28.52,0.66,8.03,7.86,29.91,0.0,1.07
25.14,16.32,19.04,3.65,3.5,3.78,28.58,0.0,1.01
16.84,20.22,13.67,5.89,2.86,9.99,30.54,0.0,1.83
58.12,27.86,0.22,1.2,8.19,0.47,0.0,3.94,2.65
72.64,19.18,0.0,4.22,2.6,0.0,0.0,1.36,6.86
41.15,36.38,4.19,4.95,7.67,2.09,0.0,3.56,2.61
89.66,10.34,0.0,0.0,0.0,0.0,0.0,0.0,6.91
13.55,12.49,23.2,4.64,11.54,3.41,31.17,0.0,2.82
16.0,58.26,0.0,6.79,3.41,12.23,0.0,3.31,2.52
78.27,10.22,0.0,3.24,5.59,0.0,0.0,2.69,4.86
50.57,35.83,2.55,1.39,6.54,0.87,0.0,2.25,3.12
60.28,29.04,3.79,1.73,1.26,1.4,0.0,2.51,3.24
3.04,59.72,0.0,15.81,3.11,15.04,0.0,3.29,2.33
94.09,5.91,0.0,0.0,0.0,0.0,0.0,0.0,5.88
83.37,6.31,0.0,1.18,4.5,0.0,0.0,4.64,6.5
22.0,3.86,44.67,1.85,3.93,0.25,23.44,0.0,2.35
95.35,4.65,0.0,0.0,0.0,0.0,0.0,0.0,5.76
83.85,1.84,0.0,1.14,9.03,0.0,0.0,4.14,3.3
97.76,2.24,0.0,0.0,0.0,0.0,0.0,0.0,7.33
51.6,34.15,0.11,1.43,7.96,2.05,0.0,2.7,4.97
80.38,10.88,0.0,2.15,3.63,0.0,0.0,2.96,6.91
98.29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,7.85
60.87,24.97,1.09,4.18,4.05,2.39,0.0,2.44,3.29
95.05,4.95,0.0,0.0,0.0,0.0,0.0,0.0,7.78
21.34,55.32,0.0,6.42,1.85,12.28,0.0,2.8,3.43
86.75,4.06,0.0,4.39,3.98,0.0,0.0,0.81,4.32
77.07,8.48,0.0,4.13,6.84,0.0,0.0,3.48,3.7
24.44,5.85,33.12,1.82,7.99,4.58,22.2,0.0,1.28
48.68,32.05,1.8,4.01,8.21,0.84,0.0,4.41,2.77
92.45,7.55,0.0,0.0,0.0,0.0,0.0,0.0,4.36
93.37,6.63,0.0,0.0,0.0,0.0,0.0,0.0,6.12
26.5,4.95,29.18,5.03,3.81,3.02,27.51,0.0,1.22
98.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,5.74
8.08,68.57,0.0,13.48,0.36,7.29,0.0,2.22,2.67
89.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.74
75.73,12.43,0.0,3.99,5.55,0.0,0.0,2.31,6.61
58.56,29.05,3.69,0.1,4.67,3.64,0.0,0.29,4.56
11.52,4.6,29.82,2.8,14.04,12.51,24.7,0.0,2.13
